text,sentiment,hate_speech
"@NinjaWars_Ru Извините конечно, но как же так? Технические работы во время ивента? ведь многие еще не сделали задания на сегодня... :(((((",-1,0
Было так классно в художку ходить после школы(,-1,0
"Сижу одна в ростиксе, накапливаю жирок к зиме :( щас опять на занятия....дурацкое чеочение и папка",-1,0
не люблю я этот фотосет( http://t.co/AVyHto3jB8,-1,0
"Мои мысли как наушники. Или не как наушники. Или как наушники. Ну вот, опять запутались :(",-1,0
Я смотрю сериал Виолетта и я узнала от своей подруги что вторая часть будет толька после нового года!!!(((((( http://t.co/30ZLxlUjEb,-1,0
"@gypsy_erin да и деньги, не все могут пожертвовать реальные деньги( те 100-500 грн это пшик, а больше тяжко.",-1,0
"так хочется,чтобы всех все устраивало,чтобы люди не были такими злыми к близким и близким друзьям...:((( ",-1,0
а почему бывшая? — (( http://t.co/0zJFVEZHj2,-1,0
"Какой-то непонятный депресняк и щемящее чувство одиночества... Блин, что со мной такое?! :(",-1,0
"Письмо пришло ""Предлагаем вам воспользоваться услугой нашего салона ""секс-куклы на прокат"" O_o",-1,0
Что сегодня за день инфарктных смс?от каждой вздрагиваю(((,-1,0
Когда выходили из школы я просто мега эпично упал!! Порвал лямку на портфеле(( Ребята ржали надо мной всю дорогу хD,-1,0
"@NITRAT55 у меня вообще сегодня дур дом был, думала вечеровать придется и завтра такое же ждет ((((((",-1,0
"Есть жуткое желание свернуть горы на достижение своих целей, и никакого желания заставить себя шевелиться :(",-1,0
сегодня не смогу пойти на зимний балл-вот что значит победитель по жизни! =(,-1,0
"мы тебя любим,возвращайся скорее( http://t.co/4KlPYAVufA",-1,0
"Такие мелкие и страшные, а уже замуж хотят(",-1,3
@Honest_or_death зачем ты рассказываешь про такую жуть? :(,-1,0
"RT @Luna_Lynch: @_Moe_more_ ушиблась(  Но ничего. А на телефоне только маленькие царапинки ЧТО ООООЧЕНЬ СТРАННО, Т.К. ОН УПАЛ ЭКРАНОМ ВНИЗ …",-1,0
Ебливый интернет замер и я дальше не могу посмотреть видео(,-1,2
"@ksuuuu6 @NikaSan4 все помнят, как мы играли в пряятки  :((",-1,0
ну хоть убейте..опять не могу голосовать(((,-1,0
"Я электрофил, который не может найти свой электрон:(",-1,0
@p_xo_xo как так? приезжала и не увиделись(((( я скучаю по тебе малышка!,-1,0
"Хочу спать,какой репетитор??! Меня вырубает на ходу,я не хочу никуда,даже вечером,только сон..(",-1,0
"Свалила с уроков, конечно радует но идти в музыкалку, и выступать перед какими-то чуваками вообще не в кайф сегодня:(",-1,0
RT @garik_tyt: @p_xo_xo как так? приезжала и не увиделись(((( я скучаю по тебе малышка!,-1,0
"@Anastasiya_kat да, но все равно, сейчас метель, а потом будет много снега(",-1,0
"сложно забыть человека, который подарил надежду...(",-1,0
@revoluttion_ у меня тоже уже не открывается( #mtvstart 30 Seconds To Mars,-1,0
"Глупею на глазах :( Внутренние фильтры, ограничивающие глупость, отказывают.",-1,0
"То чувство,когда понимаешь,что этот Новый Год будет самым скучным...((((",-1,0
зачем обманывать ( когда можно сказать правду,-1,0
"@alex_silvana @ViktorWhoWaited это ужасно, что у нас так мозги промыты :((( если бы я не боялась операций, я бы уже точно сделала пластику",-1,1
"@rotatoe_huilo уахахахаха, спасибо, но это только на фотографиях, и только на фотографиях, сделанных мною. да, девушки у нас не очень :(",-1,0
Физикааааааааа за что ты так со мной поступаешь;(,-1,0
"Позвонил Оливер из армии. Я так к нему и не приехал ни разу  чорд, чувствую себя виноватым (",-1,0
"То чуство, когда ты не умеешь общаться с противоположным полом :(  я лох т_т",-1,0
Решила попробовать накраситься по другому. Я не я тут о_О http://t.co/mmuRJknP9K,-1,0
"RT @ACzedrik: @Enough_for_me А ты, ты... Даже искать меня не хочешь:(",-1,0
@to_over_kill я тебя понимаю... Я тоже отличник...,-1,0
разговор с Дарьяшей* разочаровал нас((( #webcamtoy http://t.co/aEZCvN6mqI,-1,0
@Do_Or_Die_xxx лал мне уже интересно что это за сюрприз с:,-1,0
"Бля, 9 серий спасать Генри, что-то затянули они о_О",-1,0
Хватит мне уже сниться....это так мучительно:(,-1,0
я смогла исправить только три тройки из пяти( меня мама убъёт(,-1,0
@Dalatrass_Lover что они еще там натворили? :(,-1,0
племянница 14ти лет набила татухи.. куда катится мир? о_О,-1,1
"@essnooker @robin147 Это не сам Давид, это его ""ремаиндер"", автоматом. И он у него живет ещё по старому времени, +2 часа к CET, а не +3..(",-1,0
рыдала что сучка сегодня на концерте:(школу не отпускай меня,-1,1
Мама  наказала  так   что теперь не   гулять  не  телефона!!!   Короче  полный  пиздец!(,-1,0
@Julay94Julia приближение зачетной недели дает вам о себе знать. Вспоминаю как Батищева драла нас...брр. бедняги вы(,-1,0
Как часто ты посещаешь рестораны? — Сейчас я уже не хожу на свидания:( http://t.co/WjmKINlCXk,-1,0
"Ничего не нравится:( всё не то, всё не тооо",-1,0
@alex_silvana не хочет мне ее гугл показывать(,-1,0
"Господа флексеры, очень важно ваше мнение. Есть в языке haXe такая штука, как enums ( инте",-1,0
"@snowegoist зелено-серые с оттенком голубого ,как-то так :(  странный цвет",-1,0
RT @ainaberman: Как же лень делать уроки :(,-1,0
RT @Shizuki_sama: Хочу главу зверя ;(((((((((((((((((((,-1,0
"Вот говорят:-Россия поднимается с колен,- а кто ж её на колени поставил?И что она всё поднимается, поднимается, а подняться -ну никак (",-1,0
Какой будет эта зима? — Холодной(((( http://t.co/PYSGmu0fpM,-1,0
RT @fiqihobyvifi: хочу постоянства и определённости =( жуть...,-1,0
@Echelonidiot30 пищально( копи на новые с: вон в метро продаются рублей за 100 там даже копить нечего,-1,0
"@mr_implorer а я не могу, у меня собрание в ГЗ через два часа(",-1,0
"когда уже придет этот супер сильный, холодный  циклон на Мо ? Обещают, обещают, а не хрена не идет (",-1,0
"Как проснулась,отекло все лицо,жуткие боли в почках,температура одна и та же,и ведь,не сходит((( Ну за что мне все это? почему я???",-1,0
RT @kuhatahirel: БомбусМод вовремя не освободил память и упал. :-(,-1,0
"HOMIE ft Dramma – ты обнимай меня крепко, ПОТЯНУЛО НА СОПЛИ :(",-1,0
"все в моей жизне, кончились уроки математики(",-1,0
RT @30Chemical_Day: @Echelonidiot30 пищально( копи на новые с: вон в метро продаются рублей за 100 там даже копить нечего,-1,0
@GordienkoSabina нит :( но надеюсь это временно,-1,0
последний летний день наступил. Потом опять холода. :(,-1,0
"Друг любимый с армии пришел, и сегодня уже уехал:( http://t.co/Is4FBDqW7N",-1,0
И почему это ты так часто права... Эта дурацкая история не закончена ещё :(,-1,0
Сука...ненавижу атмосферу автомастерских..(,-1,0
"@chjujuu @CoderRemix @Boku_no Лол, нет, я чувствовал себя шлюхой, когда меня толсто соблазняли … а, впрочем, все равно неправильно поймёте((",-1,0
@snashnina  выздоравливай и высыпайся. и приезжай в ннов =(,-1,0
А он мне когда-то нравился( http://t.co/fPbDFoEvNr,-1,0
Немного пива в одну каску под павер метал — это нормально? O_o,-1,0
"Хуже идеи, чем группа про банных алкашей я не видел(((((( Ебнулись нахуй",-1,3
аааааааааааааааааааааааааа Петя не выздоровел!!!!!!!!!((( ааааааааааааааа боже!!!!!!!!!!!! за что(((((((((((((((((( всё равно он идеален!,-1,0
RT @jywiqejetac: пух везде( http://t.co/y6bY6klyl0,-1,0
"@karinaitikeeva ладно ты забыла , а у меня кто то вчера украл зарядник(",-1,0
"захотелось выучить какой-нибудь язык, хотя со временем дикие проблемы:( хочется еще ходить в бассейн, но с такой работой это деньги на ветер",-1,0
"Легла уже спать , не могу уснуть . Жизнь - боль . Хотя завтра рано вставать :(",-1,0
"как ж заебал,кто бы знал......сука...нуждаюсь в поддержке..о @AlenaSorokina15 не хватает тебя,приезжай уже что ли(",-1,2
люблю и буду любить до конца жзни жаль что моя мечта не сбылась:( но я ведь так хотела увидеть тебя(((( поникла душевно умерла..............,-1,0
"@Lina_Sky587 @LPonomarenko_O здесь,то мы точно писать этого не будем.",-1,0
Фуфуфу тошнит  и болит голова:( ела в 4 часа последний раз. Надо спать.,-1,0
"@Shtoblyat1 @KsuhaYellow ооооу бля=( у тебя там член в углу торчит, ну нахуя??",-1,3
"Кто то боксерша,а я собираю теннисные мячики,и играю с Колей :(((",-1,0
"@VagAs20 Да, видела-видела. Чем ближе праздники, тем ""веселее""(((",-1,0
"@LiGalyaeva а какой? А то я не знаю, что дарить (((",-1,0
"@CEKC_TYT она сделать мне рекламу, но я так не хочу! :(",-1,0
"я так рад за Принцессу, я вот тоже хотел бы свадьбу но не с кем(",-1,0
@vikalekseevna я понял все и обещаю больше не повториться этого (,-1,0
Мне часто хочется сказать слова любви кому -нибудь...но некому и не хочу кого-то обмануть(( #SLEDUI,-1,0
"RT @gudimafezeb: Я, оказывается, террорист. Уже на досмотре спохватился, что не убрал в багаж любимый ножик :( Думал, все, придется оставл",-1,0
"@TaisiaMoon Ромео и Джульетта посмотри, я много и долго плакала, даже от песни((((",-1,0
спасибо((( за день до нашего месяца...ты говоришь что больше мы не увидимся...спасибо...,-1,0
"Photo: На заднем плане классный велик, жаль не полностью показан :( http://t.co/L4iRzQJInx",-1,0
"Небо поможет нам, небо поможет всем нам....И нам не перенесут сессию и оставят все как есть...Ребят не надо переносить, ну пожалуйста =(",-1,0
пришла домой.хорошо на улице.только этот мужик жутко напугал(((,-1,0
"и все-таки я дома сегодня, а, значит, остается слушать песни и смотреть фото и видео с концерта в Instagam(((",-1,0
@VilgelmYulya и мне :( по казахскому и по английскому не хватило 1 балла :(,-1,0
Как давно это было( здесь мои джинсы еще живы ,-1,0
"Завтра посвящение, но все печально!(( белой футболочки нет( #жизньболь",-1,0
всё таки я вспоминаю это... боюсь выходить на улицу до усрачки(((,-1,0
"RT @Masha_27K: #ThreeDaysGrace как же я последний месяц обожаю их слушать,жаль,что группа распалась(((",-1,0
RT @belazofydat: Посмотрел псевдодокументальный фильм BBC — The War Game. Перевод конечно поганый... Но вообщем понятно почему он 20 лет (,-1,1
"Господи,я бы многое отдала,чтобы у родных и близких все было хорошо,чтобы все были здоровы;(",-1,0
"Когда уже начнет сбываться всё то, чего я хочу? Ибо бога нет, а если есть, то не справедлив:(",-1,0
"@ash_fairy и тоже пиздец, пусть телка и аутентичная (",-1,2
@onelovecake эт не мне написали а я !! :(,-1,0
"хочу новогодний фотосет,но денег нет....(((((",-1,0
"Моя одноклассница ходила на концерт Наргиз, а я нет:(",-1,0
"@mercy__summers я пропустил день,когда могу забросать ленту поздравлениями;((",-1,0
@Kastiel_Misha я не знаю хороших фильмов(,-1,0
"Кучер,не сохранил клип(( Жизнь потеряла смысл",-1,0
"Мне приходят твои и мои  новости, планшет уде замучился:(",-1,0
@Polinarrria фига себе!Бедная( А у меня сегодня волейбол был просто:/,-1,1
"Понимаешь,что был человек и вдруг,за один миг его не стало =....(",-1,0
"Весь вечер решала олимпиаду по физике, название у неё очень крутое,Барсик. Барсик и физика,коооот и физика,Боже мой. :O :-!",-1,0
@iamIGRIK да ну? и ты тож?! O_o мы одно целое брат...,-1,0
"@l_enskaya хнык, а у меня нет пышных бедер((( меня будут любить только латентные гомосексуалисты((беда-беда",-1,0
"@sonybean да,при чем мне просто безумно понравилось,но...(",-1,0
"Я сегодня заебался. Начальник хотел, чтобы я заебался. Я его приказ выполнил. :(",-1,2
@SoffiVerba вот-вот. Никто не верит в мои комплексы(,-1,0
"Прошёл ассаську , ((( буду ждать следующюю",-1,0
"@chlenschmidta так ведь видео у вас осталось,а у нас нету ничего..НИЧЕГО!!эт не справедливо:(",-1,0
"Предлагают ехать в бассейн, а я отказываюсь, ПОТОМУ ЧТО В ШКОЛЕ ЗАВАЛ ПОДНЫЙ И ДЕЛАТЬ МНОГО НУЖНО ;(",-1,0
"позвони мне позвони, денег нет на телефоне,накачалf всякой дряни и теперь сижу с долгами =(",-1,0
"Сэр, поскольку вы сами обнаружили эти скрытые обстоятельства. :-( #FF_RU",-1,0
@Ramal0307 и ты мне еще сыпешь соль на ранууу((,-1,0
"@_moreocean_ я бы посидела с тобой, но я у Бабушки(( Кристиночка, не реви.",-1,0
Я себя сейчас так одиноко чувствую :(****,-1,0
"@Yusufova1 да,не спорю, но мне показалось че песня не по ней (((",-1,0
на улице такой гололед:( ногу вывихнул :-( и накануне 8 марта:-(,-1,0
"У соседей сверху заболел маленький ребенок. Мальчик кашляет сутками, жалко так ((",-1,0
"@voice1tv да, ни хрена ! не надо было трогать Кобейна (",-1,0
"@_kudriashova да какая это поддержка( просто это реально мерзко, узнавать такое((",-1,0
"Блядь, понятия не имею, как я буду жить в России по возвращению :( Сдохну от тоски, наверное",-1,0
RT @matovvotam: Изза галимой авы мне перехотелось общаться с подругой( какой я мудачек,-1,0
"завтра к бабушке, брат на машине забирает*((",-1,0
Нормальные люди будут завтра весь день спать  А я нет:( Бесит уже кт,-1,0
"Его запах пленительно-сладкий, он,.. наверно, ужасно -вкусный. Я бы съела его с клубничной помадкой! Но нельзя есть людей. Грустно...((",-1,0
RT @datatypahojy: Зачёт по графике. Допуск к сессии... Я — распиздяй=(,-1,0
"прочитала раз 10 стихотворение Есенина  ""Не жалею,не зову,не плачу"" в душу впало .. :(",-1,0
@MrFigureSkating я боюсь стереотипов. Тип за ее внешний вид могут не дать :(,-1,0
Идиотки..мои волосы длинные( http://t.co/3ZZ3KQYuaV,-1,0
@Owlllll я в очередях за хлебом и молоком все детство провел(((  на талон давали 2 банана раз в полгода    СЫТЫЕ???,-1,0
"наверно те, кто не смотрел финал меня ненавидят :(",-1,0
RT @dyqiwozurej: место девушке в положении. А на него примчится расталкивая всех какая то страшная баба непонятных лет :-(,-1,2
кстати Крис на фотке похож на украинца ахах(,-1,0
@angrywtf она уже не пахнет(((((((((((((((((,-1,0
Завтра на работу((( плохо чувствую себя((,-1,0
"@_kudriashova  да какая это поддержка( просто узнать такое, не каждый выдержит(",-1,0
"купила мороженое кит кат, а оно шоколадное и не вкусное((((((((((((( из всех таких мороженок самое вкусное это сникерс",-1,0
Ебаное желание просто поцеловать тебя все испортило :-(,-1,1
"@Kristi1606 пф, лучше бы мужики сами брились, а то вон ходят как бичи, а на пушочек наш тыкают (",-1,0
"Заебало приходить на работу к 12ти :( 3 дня ходила на ЛОРу на процедуры, сегодня мелкую выписывала. Завтра, интересно, чт",-1,2
"@keyboardwarr1 это не интересно, а грустно и страшно: вырождаются мужчины((",-1,0
Завтра будет лучше чем сегодня наверно ;(,-1,0
"Одногруппник, который взял бабки за курсач и теперь отказывается помогать - настоящий мудак! Хрен я ему теперь помогу на контрольных:|",-1,3
"Грустно осознавать, что ты смотришь последнюю серию заключительного сезона любимого сериала( #elbarco",-1,0
"@HeiligSein483 блин, у меня было такое же :( а купить такие же ?",-1,0
RT @korimatup: Падает пиджин от копипасты svg-edit`овской картинки (,-1,0
@Lenkooo_O а ты не участвовала? ты тоже могла бы выиграть мне кажется,-1,0
@Nastenka9566 если честно не в курсах((((,-1,0
"собрал пакетик, получилось ровно 444 файла. а потом оказалось, что два недоложил :(",-1,0
Потеряла каффу..всей семьей ее найти не можем( печаль,-1,0
"А что никто не пишет, что Медведев постригся? Про какого-то Хутина все новости(",-1,0
"блин, у меня нет чистых полосатых ненужных носков..((",-1,0
"Прочла в 5-ой книге ""Г.П..."" о воспоминании Снега.Но...Джеймс...ведь... Я разочарован:( Зато Лили описана рыжей,вот.",-1,0
@Underamoltensky я умудряюсь засветится на всех концертах eimic ((,-1,0
"Подожду я лучше Марселя, а то этот 5 кс страшный какой-то. Вообще не одного человека вокруг(",-1,0
Из-за этих испытаний на столе такой дикий срач из листов с распечатками образовался. :(,-1,0
RT @EliaNagaeva: @korean_banan @ooomfg @zaynmalik120125 @090mini @Amiko_fred @Yprt_mimichka @yolosy @olobersyko_o  оххх...спасииибо большое…,-1,0
"@cezaruschaman и от размера территории.. там много храмов на территории, и всё почти закрыто, перекрыто( с весны так... ужас((",-1,0
Как я ненавижу винду :( Извините накипело....,-1,0
"@li_ilina блиин, лапша осёл, мне сейчас любую фанту бы:(",-1,0
БЛИН ЭЛИНА НЕ ПРОШЛА(  ОНА БЫЛА НА 2-ОМ МЕСТЕ(  А ПРОШЛА НАРГИЗ(,-1,0
@UlyanaTulkina эх( я тоже по тебе очень скучаю!!!,-1,0
я так хочу этого и так ссу  как можно быть такой ущербной((((,-1,0
"Дааа... Мой любимый Памовский улыбака очень сильно расстроился( Рооомка, все будет! Значит в другом чем-то везения привалит!",-1,0
"едет с концерта Tiesto с подругой, с отличным настроением. А я тут скучаю :( даже в жабирцы зайти не захотела. Видимо н",-1,0
"Это версус, у меня самая уебанская печать :( http://t.co/hgJoi7mSkS",-1,3
жаль что я не могу носить свою мэнсосвастику(,-1,0
"@stepancheva @nastyakrysyuk_ а я говно, мне цветы не дарят:(",-1,1
Завтра каток не работает.Я так надеялся((( Тогда в воскресенье по максимуму,-1,0
"а раньше,я даже подумать не могла что ты меня променяешь..как же сильно я ошибалась... :(",-1,0
"@ma_leeka Зато ты Ницше читала, я не осилил(",-1,0
Пойду только если на мое ДР мы полетим в Лондон к Вонтам (,-1,0
Хотя я скорее весь ЧМ проезжу проводником:(,-1,0
Из за этих ночных гопникав не могу нормально выйти погулять:(,-1,0
Почему так сложно найти подходящую квартиру( заебали,-1,1
"@portativeby попробую обязательно! завтра, кстати, я по ходу не успею с утра - сын заболел :(",-1,0
"тыща дел в Курске,тыща дел в Сумах((( когда же будет время на отдых?...",-1,0
Транспорт от спбу.ру приказал долго жить.:(,-1,0
"@b_liliya прости я распсиховался  Просто куча уроков на завтра ... Так я не хочу умереть Просто спать хочу , а еще куча всего учить( Я нытик",-1,0
"сижу и жду сообщения, а оно не приходит!  :(",-1,0
Утром я умру. В 4 воскресну. А потом дома буду снова умирать :(,-1,0
RT @tanya_believe: Сложно поверить что все это закончилось :(   Мы так долго ждали и все так быстро пролетело http://t.co/QYRLLozTSU,-1,0
"@Ness_Nastya я надеюсь, что мне кажется, и ты просто убрала волосы назад (",-1,0
Все сети заполнены объявлениями о пропаже людей. Живы ли? Печально :(,-1,0
"сверху у соседей такой грохот, жду что они через потолок ко мне провалятся : (",-1,0
"Монокини перепутала с Дайкири :( ""Я искала тебя, Не смотрела назад. Я искала тебя, Уже тысячу лет"".",-1,0
"и тут я поняла, что на каникулах я тоже не высплюсь(",-1,0
Одна подруга сигарета...и та отравляет мне жизнь...(((,-1,0
@schutskaya кстати я скучаю по Джаббе... :(((,-1,0
так рыдала.что сосуды полопались.глаза красные.ужас(,-1,0
"пошел я спать,завтра не ждет меня патихард,а только гребанная школа,на алгебре многое выслшаем(",-1,0
Такими темпами скоро научусь высыпать за два часа:-(,-1,0
"Пацаны, где вы все? Вся компания потерялась(",-1,0
Грусть-пичаль: пересечение макпортов и бздшных портов в области port knocking для ipfilter даёт пустое множество :(,-1,0
"RT @wewefykyker: так 26 каналов в вещании а смотреть нечего :( Пошел я на торенты, может найду что-нибудь приличное",-1,0
RT @aselkaaaa: @gazepledge @Masha_onni оох ужас :( держись братююнь :3,-1,0
"@MihMoskva @imerkouri там же написано, в наличии нет:(",-1,0
до сих пор иногда хочется играть в Барби(,-1,0
"Вот куча работы, а сижу и ни о чем другом, кроме того что велосипед грязный, думать не могу :( Пришлось идти чистить",-1,0
зачем такое делать?  теперь не по себе как-то:(,-1,0
"самое глупое , что ты смог сделать за сегодняшний вечер ;( http://t.co/6HwJeEZmAl",-1,0
"Я тоже хочу на #киевскаясходка ,но я вообще черти где живу(",-1,0
"@Katerinaaa_ph мне тоже запомнилась, жалко, что выгнали :(",-1,0
"@tatiana110835 мне почему-то кажется, что этот аппарат 100 никогда не ставит, а жаль(",-1,0
"СПАТЬ ПОРА ВСТАВАТЬ РАНО :( СЛАДКИХ СНОВ, ЛЮБИМЫЕ http://t.co/O3fofv7FSh",-1,0
сервер упал. вернее погиб смертью храбрых :(,-1,0
Нuкогд@_не_пейте _н@пuткu_н@д_ноутбуком _-_р@но_или _поздно_ это_проuзойдет((((,-1,0
"Обидно за Юлию Пак... Я буду плакать. ( Это несправедливость какая-то или мне кажется... Не знаю, но такое ощущение, что это и меня касается",-1,0
"@fomik16 я ревела , когда сестру в Америку провожала . У тебя Ромка всего на год . А она навсегда уехала:(",-1,0
у всех белиберов лимит :( #mtvstars Justin Bieber,-1,0
На улице........много такс......в одеждеO_o,-1,0
"@brooklyasha не знаю , может только ты :( остальные даже не вспомнят , что я была когда то ... Мне даже никогда не говорили что скучают(",-1,0
Поэтому завтра после концерта я в отрыв.  Последний беззаботный день :-(,-1,0
"Завтра Настюха уезжает на выставку,снова выходные проведу дома;(",-1,0
Ты разбила мои мечты...  :( — почему? http://t.co/0CcnyEerCi,-1,0
16й день як мене не пускають на майдан :(,-1,0
"@PollyTrubnikova ахуеть как я жалею,что мы так и не сфоткались(",-1,2
@galachova ааааааааааа:(((((((как поет в живую?,-1,0
"@Vikaa_Squ почему одним все , а другим ничего((",-1,0
Так долго ждала этот день и так быстро он пролетел(((((((,-1,0
"да что ж такое... я думала появление вай-фая здесь принесет свет и радость в мою жизнь, НО НЕТ!!! эта сволочь на ноуте работает через жопу((",-1,2
RT @natalyteylos: суровая жизнь:( http://t.co/ZtHDKHSnQz,-1,0
"@relax_bitches я тута, но меня загрузили чтонет времени даже в тви залезть (",-1,0
"RT @DnoDnonskoe: Это версус, у меня самая уебанская печать :( http://t.co/hgJoi7mSkS",-1,0
"RT @qawefukalyf: Надо К-он пересмотреть, а то гитару купил, а мотивации играть совсем нет( Хотя мне кажется после пересмотра К-он я тортик",-1,0
@a_bulatova когда то мы должны были хлебнуть этого говна(((,-1,1
"Ира, Саша, Алина. отличная постановка! аж плакать захотелось ;( #ТанцуютВсе",-1,0
"Бро как обычно. У меня травма на все детство, а он ржет :(",-1,0
Зато могу сказать: мне так одиноко и так болит зуб ;(,-1,0
"не могу блин слезы на глаза,такие моменты трогательные.  (((",-1,0
"@olesyaklimenova к счастью, знаю и завидую как сука :(",-1,0
@milesha29 так то я хотела быть первой ;(,-1,0
"Сегодня вечером мне 3 года, я устала, хочу на ручки, не хочу ничего делать,готовить и убирать. Уложите меня баюшки :( *хнычу*",-1,0
"захотела тэйта поставить, а его же пося поставила (((",-1,0
"Всего 20 процентов,агутин,ты чо&gt;&lt; и 15 от зрителей..:/ это ли не д*рьмо:( я голосоваал;(",-1,3
"@MARINA_VLADIZ @lentaruofficial Сам дурак. Ты знаешь, сколько Мандела в тюрьме просидел? Провокатор ты наш, доморощенный ((((",-1,3
RT @linapanova0: @VMeysters ну итж издивательство((,-1,0
Все Софии одинаковые.((((9((9 http://t.co/u816gWvBSX,-1,0
"какие б я творения мог делать на этой штуке, но у меня нет 400уе((( http://t.co/GsFshgOAgN",-1,0
"невже так подобається мене мучити?! невже так важео зрозуміти!(( оооо,блііін ,все я безсила.",-1,0
Заебись с ездили в вестар чуть в милицую не забрали=(,-1,0
RT @_Noisy_Killjoy_: А мне не подходят лореалевске шампуни :( Изгой,-1,0
RT @lazzzex: А время идёт :( http://t.co/OZi5haiPoI,-1,0
Интереснота. Интерфакс приводит слова МБХ (,-1,0
"Хочется взять и исчезнуть, я все ровно не кому не нужна ... :(",-1,0
"@lina_tells Алин, ты лапочка, и не фальшивая, ты хороший человек, не надо так(",-1,0
"RT @KrisReneva: Живешь, живешь, а потом раз и жирный:(",-1,0
"Я хочу позвонить тебе, поговорить, но что-то меня останавливает((",-1,0
хочу черного хлеба с чесноком  брынзу и помидорки :(,-1,0
RT @fillip_ina: Все сети заполнены объявлениями о пропаже людей. Живы ли? Печально :(,-1,0
"@Irtnka @BilanOfficial в Билановском трио, как и Волчков у Градского, набрал 120% в общей сумме. Он по голосу и мастерству рядом не стоял(",-1,0
"Завтра суббота, а настроение почему то не появляется:(",-1,0
порассказывали про роды мне.ох мне страшно!!!!!!!!!!!!(((((((((((((,-1,0
"хочу посмотреть буллит Дацюка, но во время самого буллита качество скачет с 720 до 144, тупой ютуб(",-1,0
@Dasha_Anderson следующая через 82 дня по моему :(,-1,0
@Aeliriannon и вот сразу о недостатках(( 174см,-1,0
"раздражает, чихаешь и все потом передразнивают тебя!:((",-1,0
"Нет, не грузится КранчБанг :((( Индикатор загрузки доходит до конца и пустой экран",-1,0
@Riborak_Julia ну шо ж ви дівчата мене так огорчаєте(((,-1,0
Что-то уже неделю картинку в жуйк не отправляются :(,-1,0
