text,sentiment,hate_speech
"(Завтра зачет,почитала только то,что у меня есть",-1,0
"Ко мне впервые приезжала скорая, хорошо, что все же обошлось без госпитализации, а то боюсь операции((",-1,0
"@KonstantinovMas, ну..как сказать хорошо... новый гардероб теперь надо.. или обратно массу набирать :(",-1,0
"как мне не хватает философских разговоров с моими любимыми, наконец-то завтра соберемся, жаль, что не все(",-1,0
"@dobriy_kot1488 он делал себе гроб,ты что не понимаешь:(",-1,0
RT @_HeYa_Brittana_: и Маша-стерва ретвитит про жрачку =(,-1,0
Нахуя я купила себе вторую холодную парку ((,-1,0
дебиановский метапакет libvdpau-driver сцуко битый.. :(,-1,2
Здорово я сегодня побегала. Нога чертовски болит:( х,-1,0
@IrinaMityaninaa Я СОВМЕСТИМОСТИ ЗНАКОВ ЗОДИАКА УЖЕ ЧИТАТЬ СТАЛА. ВСЕ ПЛОХО :(,-1,0
"@shurinov_nikita записалась туда,устраиваем фестиваль для детей новогодний а вк такое гониво от них началось((я в печали",-1,0
ваще сука разбалованный кот приехал в не свой дом ещё и выёюуется!(,-1,3
@TanyushaLysenko :(( это пережитки быдловства....,-1,1
"забила на химию,делаю историю,ведь вся ночь впереди:(",-1,0
"А ярушечко XEP-0080 User Location не поддерживает, кажется :(",-1,0
"Одноклассник репостнул https://t.co/l2JsuaFUFW . Кажется, у меня таки два одноклассника-поцреота :(",-1,0
@YaVernik в залесье только таких и трахали(,-1,2
http://t.co/bTxnCK86tw Эфир- смерть жены Дениса Хлыстова. Дочь моих соседей. Чтоб его.... Хотя и ей непозволительно было бросать детей((((,-1,1
"Всего половина первого, а я с ног валюсь :|",-1,0
@aselkaaaa @gazepledge но лучше о это не стало:(,-1,0
RT @azetuwifxa: libre.fm не хочет принимать скробблы :( 68 штук,-1,0
RT @inna_kordun: Пиздец(( http://t.co/ELZoJW5Y5T,-1,3
"завтра я встречусь со своим страхом, стоматологом(",-1,0
"RT @AntonUA95: Холооодно, еще сильнее кашляю...(",-1,0
"Королевская сидя у Шустера, сказала, что ее голова сейчас находиться в пенсионном фонде(",-1,0
"@Ifuckinglol таж,а ведь завтра в школу  рано вставать99((",-1,0
Дальше по плану — доработка   и создание вебморды таки к Жуйке... только вот сегодня уезжать(,-1,0
"Ну, как же так :( Нодар спел мою любимую песню и ушел домой:( https://t.co/uEU9FcegBf Надеюсь, Беляев победит #Голос",-1,0
"блин(( кажется, я потеряла судзуранскую выпускную ленточку :с",-1,0
"все, больше никаких EAP. В пизду хомячка. Пусть лучше тормозит, чем переламывает проекты :(",-1,0
@withoutyourskin может ей снова херово совсем?(((,-1,0
Танец классный я тоже хочу теперь свадьбу(,-1,0
@marinapersik9 Наорала.И не дала поиграть в пионербол((,-1,0
"Субботний вечер хочу провести как мы любили... И вообще, ВЕРНИТЕ ВТОРНИК!!!(((",-1,0
"Это как будто сон, такой плохой(( просто вечер не задался и много ещё чего не задалось",-1,0
@Vanilavi а потому что кто-то слишком быстро бегает к поезду :(,-1,0
Расплакалась над танцем Алианы и её отца ( так это трогательно и мило ,-1,0
Не могу уснуть. Обнять нечего:( Пойду игрушку мягкую искать,-1,0
ну почемупочемупочему? ;( http://t.co/4TXcybtD9m,-1,0
"Котик так сладко спит, а я только доделываю исследовательскую:((Я скоро придууу",-1,0
"Губы ПЮ не делай,ты ж нормальная — Окау:( http://t.co/h6V0uIemIY",-1,0
"фу,только что там плохо стало...думала умру:( тошнить начало,голова закружилась,слабость нахлынула.... сейчас хоть чуть-чуть полегчало...",-1,0
@BelochkiKLP @VStognienko Обыграем только Бельгию((,-1,0
"RT @pejesyl: Писатель был не против, родители и адвокаты дали согласие, но продюсер оказался непреклонным. /:-( #TeamFollowBack",-1,0
"Печалька,что вместо торса,как у @jarpad я могу похвастаться только талией в 65см. Почемуууу я такой худой и массоненабирающий?(((",-1,0
RT @palizofyput: Открываю документацию на фреймворк kohana. Сразу в глаза бросается заголовок: «Эта документация — г*вно!» о_О Переключаюс,-1,2
И сегодня он пьяный. RT от 4 декабря  @salty__1970: Проста я пьянай! Прастите миня! :(,-1,0
@SmthXtra я всегда с ними балуюсь и они разнашиваются :(,-1,0
"@robohobo_ а утром я не буду в состоянии на это отвечать(( голова не варит, да и работа",-1,0
"@allavarta даааа! Даже метод съемки абсолютно другой. Последние сезоны рассчитаны на американского зрителя, что не может радовать :(",-1,0
"@IrinkaKalchenko  Иииир,я не пущу тебя,ты будешь со мной,до конца:,(",-1,0
RT @tipidosoqez: Ненавижу когда пользуются моей наивностью(,-1,1
"не умею я гладить. Рукава погладил, остальное помял :(",-1,0
"@vas_happing69 извини,я их не слушаю( не по мне.",-1,0
спааать.завтра рано вставать( по выходным и то не получается выспаться(,-1,0
"Закончилась эта пятница,пол дня в больнице((",-1,0
"завтра как 20 лет нет моей дорогой бабушки :,(",-1,0
Почему zara home такая дорогая:( а вообще хочу h&amp;m home в Милане,-1,0
Какая разница что и как у меня  с ним ??!  Что есть это между нами личное ❤️❤️❤️почему людям все так интересно ((( ??,-1,1
Как же я хочу покушать ресторанной еды. Ох уж и надоела мне эта домашняя пища(((,-1,0
"Я уже столько раз пытался найти сам фик и ничего не получалось Я такой безнадежный, что даже фанфик не могу нормальный найти :-(",-1,0
Сижу через телефон - все пишут..Залажу через комп - игнор :(,-1,0
"И так грустно стало:( увидеть бы и своего дурашку. Завтра суббота........,,,,.............",-1,0
"Мне так страшно((( быстрей бы уже! Я все могу, я справлюсь!",-1,0
"RT @bujolotinaly: За последние сутки выпилились три человека. Ну мушш мой, я надеюсь, временно, а кто остальные двое — понять не могу. :( М",-1,0
@Hulan0128 тийм юм юу байдаг билээ гэхгүй юу хэхэ.хаа нэг хэдэн модноос өөр юм юу ч бхгүйээ.:(,-1,0
"А я сегодня проебала вдохновение (( Так обидно было - меня только пропёрло, но нужно уже было бежать на этот сраный дуплекс и всё, опять хуй",-1,2
@Viktuar1964 @black_swan33 @PsykerO1477 Знакомо. (,-1,0
"гороскоп:""Львы,вам срочно нужно изменить что-то в жизни.Встретить нового человека.забыть старых,ненужных,.иначе Вы сойдете с ума."" оаа.(((",-1,0
"RT @finusahuqig: *...эх, вернуть бы время назад...пирожки сгорели((...*",-1,0
Почему я об этом знаю? Лучше бы не знала: (((,-1,0
"Из-за второтега я на любое обращение ко мне отвечаю ""Я!"" вместо ""Да"" или ""Слушаю"". :(",-1,0
ни харашо плагиатить леди гогу ((((999(((дивять http://t.co/1hx5Vp2kdZ,-1,0
@Sallivan_me @danya2307 Все забыли про кота(,-1,0
"@ket01region Девчонки молодые и красивые. Это смущает. Может и сама, и не сама. Чувствую, много что мы не знаем о о криминале:(",-1,0
RT @naxotadavire: Я в конторе самый нуб в контерстрайк =(,-1,0
Мне плохо. Я сейчас заплачу( я хочу туда. Бен Стиллер!!!! Мамочки! Людииии!! Я очень хочу на запись этого выпуска(( http://t.co/swvMSTgEcO,-1,0
"Ая думаю,что она ко мне привязалась""серьезно,да серьезно""© Весь вечер меня смешат,вообще я люблю смеяться и как жаль,что поводов все меньше(",-1,0
RT @nahihusoqil: это был предпоследний бакал :( Вроде все стекло собрал  :-[,-1,0
"Блин, у нас столовая сдохла. Опять обедаем где попало... :(",-1,0
"Какая новая шутка.Раздражает,что сразу увидев,что армянка,то специально замазала ""Азербайджан"". Это подарок на др :( http://t.co/ZxfryRWBWV",-1,0
@karin_karin_b ну просто у @mortalezz сисег нет :-(,-1,0
"Блин,шея болит!( Вот я ,искатель приключений на свою голову....хм!(",-1,0
"@ich_bin_kot физнагрузки присутствуют и воздухом свежим дышится... ,однако,и это не помогает(((",-1,0
Это чисто я заболеть ;/ перед выходными ;( хочу увидить кисуль !!!,-1,0
"@vernydubova у меня днем еще норм,но мне все равно холодно( и вообще",-1,0
"RT @wecyqucoxog: было 3,5 косаря и нету( абидна",-1,0
"@uprt_sterekoman да, они те еще прихлопы. ну, как чего? развиваю паранойю -.- вечно в чем -то себя ругаю. и так грустно от всего:(",-1,2
первый нах! Аффтар жжот нипадецки Песдарно /:-( #ff,-1,0
НУ ВОТ ПОЧИМУ ФОТКУ КОТОРАЯ ДОСТАВЛЯЕТ БОЛЬШЕ ВСЕГО НЕЛЬЗЯ ВЫЛОЖИТЬ (((((((((((((((((((,-1,0
"Вот что на самом деле плохо, так это то, что у меня нет молока, а с печеньками оно было бы охуенчик. Прям душа болит без него(",-1,0
Миссия провалена :( http://t.co/KnpJKZi6mG,-1,0
"@kaoru_kazuma, ага, а то совсем печаль. :(",-1,0
сижу и жру замороженные крабовые палочки..ибо заебало(,-1,0
Осмотрела @barkvartirnik. Для ирландской вечеринки места маловато :(,-1,0
"@HromadskeTV Ганьба,Ганьба,Ганьба((((((((((((((",-1,0
Снова невероятно крутой полуфинал сезона... Серия полна эмоций и первая в рейтинге за весь сериал. А продолжение только в феврале(,-1,0
"нет нет нет,.. ну реально только не это.   я правда не хочу(",-1,0
"@mon_liz1 Всё равно они очень плохо делают!:( А ты засыпай, Лизонька.",-1,0
"@krum_v @LadyAGreengrass Для меня все сложно. Я хочу в команду, а меня туда не возьмут((",-1,0
"Когда ты болеешь, по началу так хорошо лежиш, бездельничаешь, а потом так скучно без друзей и даже по школе скучаешь!!!(((",-1,0
Спела песню - сразу четверо отписалось. Я что даже в твиттере так плохо пою? Люди такие жестокие (((((99(((9,-1,0
RT @syfubotiweb: вот и кто еще может находясь дома расшибить себе бровь дверью шкафа!!!! ауч(((((,-1,0
В этом году снега еще не было.. :( “@BestEarthPix: Snowy London http://t.co/ZejXnzlFGO”,-1,0
"Снежок-замечательно Погуляли-суперски а,вот спалили - не в тему :(",-1,0
"Забыл про скайп, про Лину, про радио. Ну почему у меня дырявая голова( простите :(",-1,0
RT @ChvalyukLiliya: просто я очень сложный человек вот и все(((,-1,0
"То что два месяца выбегал в тренажерке, за два часа набрал в гостях у мамы, жесть блинский(",-1,0
я сейчас посмотрела самый идиотский фильм который когда либо вообще можно было. о_О,-1,0
"@geumul107 фиг знает пока что :( слушай, в принципе я могу тебе и щас отдать, а мне уж там придет на карту потом",-1,0
"понимаю, что нервы сдают, и я часто болею. Мы видимся очень редко, мне тебя не хватает, до конца так далеко, а я уже не могу так:(",-1,0
"Не виделась со своим❤️всего 1 день, а так сильно уже соскучилась по нему;(",-1,0
"Ужасно. Из-за всяких процедур обсыпало так, как подростком не обсыпало. Врачи говорят, что нормально, шлаки выходят. Буду в маске ходить:(",-1,0
За окном темнота. Нихуя не видно. И Башматинок потопал в школу:(,-1,0
"Единственное разочарование от итогов жеребьевки, кстати, в том, что для Джеррарда его последний ЧМ закончится на групповой стадии =(",-1,0
"@Born_to_die___ то он есть , то его нет( печальная баба",-1,0
"Надо стараться, а времени нет((( #mtvstars One Direction",-1,0
"Вот всегда так, после выпитого тянет потрындеть, а в оффлайне уже не с кем, в онлайне все молчат. Блин :(",-1,0
"Что то я совсем расклеилась( Температура, уйди, нам не по пути :(",-1,0
"Все еще не встретила металлостроевского маньяка.( Ему холодно, наверное.",-1,0
"@MonkeyDamn я бы с радостью, но мои выходные принадлежат рефератам по физре, которые я никак не напишу. :(",-1,0
@LaBananaCollins я теперь не знаю как дождаться следующей недели =(((((,-1,0
"Попросили попеть в школьном хоре, я не хочу. Но отказывать не умею :( завтра на репетицию",-1,0
Ну вот зачем все это.терпеть не могу свою черту-жалеть о сказанном/сделанном(,-1,0
"все завтра будут спать, а я на учёбу:( #победитель",-1,0
ну вот что за жизнь ((пока ходила есть Ли заходил: (((((((((,-1,0
"@LPonomarenko_O ночи о/ и кстати если ты еще не начал рисовать единорога, то нарисуй пожалуйста панду. Ибо я-панда :3",-1,0
Раздайте кто нить пожалуйста скорость ну о ч малленькая=(,-1,0
Завтра я опять останусь без инета... Буду по вам скучать... :(,-1,0
А Наргиз сегодня вообще не понравилась :( Лучше Кобейна все равно никто не споет.,-1,0
"и правду,почему?:| http://t.co/AXYvbJdrlr",-1,0
@JuliaVinnikova ну вот это и смущает((( шубу потому что надо ,-1,0
сорри. ложная тревога. линки все еще не подсвечиваются.(,-1,0
@Saturnych а 1520? Хочу его ибо 920 как-то мал о_О,-1,0
"@Yar_Ne @FatherIand при том, что негров в Африке нельзя упрекать в каннибализме, поскольку духовности у них нет... я устал(((",-1,0
"Во будет прикол, если я НГ в минске проведу( Пиздец",-1,0
Смотрю молодежку..и понимаю..что щас усну...А за чаем влом идти :(,-1,0
"RT @wymexuxyhex: как же всё хреново с MPEG-4 AVC в linux :( тормозит в VLC 1.0.5, и в MPlayer rc4 с vdpau. в первом идёт плавно, но местам",-1,0
"Были сегодня в одном из самых статусных клубов Дубая - Armani Club. Картинка красивая, но людей нет вообще! Охраны больше, чем посетителей (",-1,0
"Повредил спину на тренировке, теперь буду ходить с поясом:(",-1,0
"Давай ты сейчас все сделаешь и тебе будет хорошо,а?! Не буду мучится я.это чувство меня гложит(",-1,0
"Я могу попросить все, что угодно. :_( #follow",-1,0
"RT @ERA1_57: @fast_essential @EkanerinaK она мне говорит, что я жОсткая:( зверь, стерва и ваще конец моей тирании!",-1,0
странное ощущение эмоционального подавления :-(,-1,0
"@DIVA_ARMSTRONG я вроде норм, правда недавно любимую гитару с нервов расхерачила(",-1,0
"Время-то уже обед! А я, поскольку Федора еще ставится, остался без мультика :-(",-1,0
телефон теперь постоянно показывает что якобы подключена гарнитура =(,-1,0
Блин... опять живот (( Плюс с Димой поссорились(( Ладно думаю хорошо все будет,-1,0
"@stereoderevo жаль, была там на прошлой неделе, а тебя еще не было за барной стойкой(((",-1,0
RT @datizifezuga: почему эту песню исполняет Gotou Yuuko? o_O,-1,0
Ревность (((ааааа ненавижу себя за это(((,-1,0
"@nastuha110 дада,и мы сидели ждали её пару;-(",-1,0
"@IEROWAYBJA только если так, слабак же((9(",-1,0
@ENERGYSEO Вот я и не знаю что происходит(,-1,0
"аааа что я за неудачник, вытащила у мамы с под носа коробку конфет, сижу ехидно ем их, и понимаю что забыла сок так, ну что это такое мм((",-1,2
"@nevadyaaasha @caribbean_rm как, там нет Вани?((",-1,0
И сука краски для рисования на ткани 150к :(,-1,1
"Воспоминания просто сжали  изнутри,комок в горле,слезы на глазах..из-за одной лишь фотографии(((",-1,0
"в тот момент когда ты голоден, все фильмы, клипы, реклама.... да все вокруг говорит о еде :(:",-1,0
@djavid_92 балин!! йа терь уснуть не смогу...качу качу качу((((!!!!!!!!!!!,-1,0
"Не плохо поработал, но нифига не успел =(",-1,0
Лета. Хочу. Увидеть надпись welcome to Japan и сгнить уже наконец :(,-1,0
"RT @Sveta_O_o: @LavrovaLove ахахаха даа , ай яй яй , как так я могла забыть такое ♥♥♥",-1,0
тут еще столько фоток не поместилось((( http://t.co/8fpvgq78Q7,-1,0
"Завтра суббота и это классно, но я расстроилась, что 2 девчонки не приезжают ко мне зимой ((",-1,0
"Ну все настал насморк , теперь он будит меня преследовать до конца зимы . (((",-1,0
"@puffistik_ да вообще....напишешь что-то очень важное и ждешь, ждешь, ждешь, а в ответ тишина (",-1,0
"@pavel_power ты-то слил, а я теперь не могу пластиком в кабаках расплатиться(",-1,0
"И вообще женский спринт смотрела в режиме смс от @kato_by в пробке :( вот это было жестоко, 3 часа простояли в снегопаде",-1,0
"Пиздец смешно( Похуй, что будет, то будет.",-1,0
"Это будут загруженные выходные. Эх, печально.((",-1,0
"Разборки опять с этой Ульяной, почему она не понимает, что она тупая очень?(",-1,3
"@_KOT_C_MAPCA_ @stasy_spn @Dasha_crazy_69 @MAHDAPIHA ахах,ко мне тоже многие мелкие липнут:(",-1,0
"Он думает, мы такие же. :~( #TEAMFOLLOWBACK",-1,0
"RT @tifusomerih: Слава Сэ вообще офигел. Стал так редко писать :-( ну, вот как жить дальше?",-1,0
@yourXing вот хер знает что брать &gt;&lt; На строилась на яблоко...но просто как всегда (((,-1,0
"эй. 23:00, а меня оставляют одну дома. ну что за дела?:(",-1,0
Отсканировала вместе с текстом какой-то трупик моли. о_О,-1,0
"Блин,на выходных Хабр как-будто вымирает(((приходится искать и читать посты ,которые случайно упустил.",-1,0
"@INFERNOSILA @Ashera_Tee ему и так досталось бедному, скорая была(",-1,0
"Эх, стоило приглядеться к группе, как оказалось, что она уже распалась в 2007 году :( Группа эта — Anthemon. Кстати, все",-1,0
"А все потому что я вчера приехал из Астрахани, 2 ночи не спал из-за этих автобусов (((",-1,0
"@uuunt1 @cekc_mypucm ога, коты - любимая еда Альфа:(",-1,0
Боже мой . Это было последние лето:(((((((,-1,0
@st_irenka у меня сегодня весь вечер какое-то странно мелланхолическое состояние(,-1,0
"Ох, как же я была рада поведаться со всеми в школе. Это чувство ностальгии по тому беззаботному времени(",-1,0
"Ой,чувствую что кто-то не встанет завтра в 8 утра((((",-1,0
Это увеличило ощущение неуверенности в дальнейшем. :_( #FOLLOW,-1,0
Еле жива. Даже стакан воды никто не принесет :(,-1,0
"RT @_umri_: Нечего кинуть в инстаграм, потому что я страшная (((",-1,0
RT @LavrovaLove: @Sveta_O_o оооо как это мило.... Я тебя тоже люблю ❤❤❤,-1,0
"домой хочется, а ещё тут 13 дней торчать;(",-1,0
"Скууучно,по телевизору не чего, спать не охото, вот чем себя занять?:(",-1,0
"-...и этот день НАШ! / -но не мой:( / этот день твой, ЕСЛИ ГЕЙ-ПРОН С ТОБОЙ!!1 / Гей-прон #песня",-1,2
"@Oleg_Ion ну вот,лучше бы ушла,а то как обычно стоит остаться и потом будешь жалеть(",-1,0
@PopovKV а был первый? Не видел приглашения...:(,-1,0
RT @LavrovaLove: @Sveta_O_o эта девочка самая лучшая ❤ люблю её❤,-1,0
"@kettmeow когда я играла в нее в детстве,дальше 3 уровня не продвигалась.а на компе фиганула неплохо так.а твою игрушку не знаю(",-1,0
"Мне грустно опять от того. Будь я на ее месте,вообще не представляю что было бы. Блин:( Не могу.",-1,0
Завтра рано вставать :( Так что пора спать,-1,0
@Kamillaya_dia масло дааа...... отдаёт маргарином.... вообще нормальное масло фиг найдешь((.....,-1,0
"RT @Sveta_O_o: @LavrovaLove уии , как приятно тоо ♥♥♥ и я тебя люблю , дорогая ♥♥♥♥",-1,0
RT @xojurewirax: Устал уже в очереди на мойку стоять. И главное к вечеру машина опять грязной будет :-/,-1,0
RT @lora_lerevna: “@Класс! RT AlexeySazonov: А в Таиланде полиция сняла защитную амуницию и села рядом с протестующими :| http://t.co/K2iz0…,-1,0
а вот например кадр из титаника — уточке тонет :(,-1,0
RT @kozowajyxybu: в борьбе моей фобии и зубной боли постепенно побеждает зубная боль :( Скоро она таки вынудит меня пойти к стоматологу. Пе,-1,0
"@txnmnd нирвану, да. Ну не отстой, но лично мне не понравилось как-то(",-1,0
"уже больше часа пытаюсь заснуть, и никак :(",-1,0
@BrotherKombarov катни мяч ему.вырастет сам выберет.Может петь будет как Кобейн или Басков((((((,-1,0
Сколько часов в день ты слушаешь музыку? — 1час в неделю :( http://t.co/EIZ6g1cKEX,-1,0
Жуткая слабость. Как меня достала эта жара! :-(,-1,0
"Если  ты хотя бы один раз в жизни был в эпицентре землетрясения,никогда уже не забудешь ( Особенно,если была многоэтажка,последний этаж(((",-1,0
Вот теперь мне тоже графоманить по Сенью хочется. И стеб я писать больше не смогу(,-1,0
БЛЯТЬБЛЯТЬБЛЯТЬ КАКОЙ АД Я ТОЛЬКО ЧТО ПОСМОТРЕЛ :((((((((((((((((((((((((((((((((((((((((((((((((((((,-1,0
RT @fyzimapeleme: Ых. Читалку забыла. А тут ОЧЕРЕДЬ! :((,-1,0
Всегда надеюсь на лучшее. Я оптимист. А зря((,-1,0
"Иду спать...учёба отнимает столько времени, которое могло пойти бы на здоровый сон(",-1,0
"Пока каталась по всему городу,не смогла посмотреть #дом2 (( но знаю,что там жесть полная",-1,0
"стою в ""Галерее АРТ"", на раздаче слонов от Йоты. Скучно, примитивно, жарко. Хочется кушать ;(",-1,0
"Какие-то хуи онлайн, а мои пидрилочки - нет :((",-1,3
@heyguybelieber лул вот йито ты даешь :( не расстраивайся нето выипу #янормальный,-1,0
ГОРЕ!!!!!!!!!!!!!!!!!!у меня горе!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((,-1,0
"@kuzmimariya скоро,скоро! я тоже скучаю(( чо там делаете?",-1,0
"бля, как мне хуево, походу температура, пиздец(",-1,0
Я не могу сформулировать мысль в 140 символом. Я имбецил. :(,-1,0
"@davidmydak два месяца..а до этого я его ещё три не видела,в Киеве был:(",-1,0
@KristinaEchelon /подошел и срезал половину слипшихся волос/ обидка(( Ну-ну хд,-1,0
боже.. Реву как будто мне5 лет уже вся подушка мокрая не знаю как спать буду... Хотя спать осталось чуть больше 2часов((,-1,0
"Папа запалил что я не сплю , а рисую. Я не виновата что вдохновение в час ночи как сумасшедшее прет(",-1,0
@somsok5412 кстати в Алмазном фонде не разрешают фотографировать(((,-1,0
"Не работается, моск салатовый, т.е. как салат... =(",-1,0
Судя по тви Яны Чуриковой Мумий Троль распадается..О_о.. я в шоке..что творится вообще в этом мире?((,-1,0
@k1drauhl69 @heyguybelieber какую данию ты щта обширный ? o_O,-1,2
@ju_inspired я как ребенок...это наверное никогда не изменится :(,-1,0
"@_angel_valiente @_between_us 3,14зда нам будет беспробудная,бабы((((",-1,1
"Я не могу не пойти на лекцию... Я теперь ""препод""... =(",-1,0
Блять руки надо оторвать ото лезит мне еще тут!(,-1,3
@koolina_100 @masha_1_0_0 @Oleg_Ilchenko @Creative_Link это то что осталось от конячки? :(,-1,0
"Все туда привозится - еда, напитки. /:-( #FF",-1,0
"Выяснил, что мой wifi-роутер не может обслуживать более 20ти DNS-запросов одновременно :(",-1,0
"@AlexandrKiev нет. Я боюсь, дело вообще к войне :(((",-1,0
@street_mob_org  ну нифига себе новости о_О,-1,0
"Я поверить не могу, что мой знакомый мог так поступить...не верю....но это правда (",-1,0
@Len_o_k он не идет на контакт ( ахаха http://t.co/2XlpXMpLqt,-1,0
Твое сегодняшнее поведение меня убила((((,-1,0
"Твит пролетания над Нью-Гемпширом. Скоро уже Канада, и интернет заберут(",-1,0
"RT @wumufikibyke: Как такое может быть? pbzip грузит 800% СРУ, размер аутпут файла не растёт. ЧТО ЦЭ ТАКЭ?! O_O",-1,0
"Интуиция подсказывает,что что-то должно произойти,а не знаю что(( надеюсь хорошее",-1,0
"@xxxoh_oppa было бы крайне хорошо, а то будет обидно, если в самый неожиданный момент, бумага тогокнется от обилия красок и прочая(",-1,0
"""Лизааа,у тебя сиськи не такие мягкие как Риткины,на них спать неудобно""  Обосрала (((((((999(((",-1,2
"RT @AlyonaHardcore: я спать, глаза жутко болят.((",-1,0
"@Niksuch Как я тебе завидую! Тоже хочу, но времени съездить нету(((",-1,0
"да мой любимый Маршак зарелизился, хоть и с новым вокалистом (",-1,0
Получение деньги с YouTube прийдется отдать на починку iPhone ;(,-1,0
"так. пока шторы лежали, они знатно помялись :( сколько ж всего надо одновременно совмещать! интересно, много ли времени г",-1,0
RT @KaterinaHolovko: давно я так не нуждалась в музыке((,-1,0
@Daniel_Korotkov хостинг поменял все возможные днс и ип. Сам вторую неделю мучаюсь с бубном:(,-1,0
"Чувааак, вернись :""( http://t.co/pvWYUw0seL",-1,0
"Встречи все хуже,поцелуи все реже,мир и покой-так их и нет уже!((",-1,0
RT @Matveev_Andrew: Только что смотрел фильм с участием Пол Уокера ;( Каким же он был офигенным !,-1,0
RT @memonigetoz: Тыщу лет тут появлялся :(,-1,0
"На кухне готовой еды не оказалось :{ Загрузил в желудок вредностей, пришёл, взял телефон. Оттуда на меня смотрела новая заставка. Сооовесть(",-1,0
Ещё один неудачный поход в культурное место!!! (,-1,0
"хочу курить, а маша не хочет идти( а мне одной скучно(",-1,0
"Обновил за каким-то лешим surf, теперь не работает простоплеер :(",-1,0
@PVard так. ладно. я просто боюсь что-нибудь пафосное и скучное предложить(,-1,0
"RT @hudejahabyb: я так быстро привыкаю к людям,а отвыкаю годами..я скучаю по ним((.. кто-то просто забыл..ис",-1,0
"Кто нить настраивал связку VisualSVN Server + Trac 0.11 на Windows? Можете подсказать, а то заводится никак не хочет (((",-1,0
RT @kisa_tanya2000: @I_love_you_dad_ та там у меня такое почти постоянно:( Нога очень болит и ходить больно,-1,0
"RT @sir_Archet: Я по утрам тебя будю, А ты - аморфное фондю. (",-1,3
@HK421_bot Ты выглядишь как бродяга. Отвратительно. ((((,-1,3
"сделать вид , что тебе все-равно, чтоб тебя не добило все окончательно.. впрочем такой подход касается не только политики...(",-1,0
"RT @wylsacom: Почти 2 года прошло, а особо ничего не изменилось. https://t.co/81AV0tqFzH Печаль. :( #SSSR",-1,0
Не могу уснуть :( Ужасно себя чувствую...,-1,0
На youtube при просмотре клипа песни про DOS (   в похожих видео есть Penguins. Не-не-не!,-1,0
"@kisa_tanya2000 бедная,а почему не спишь?(",-1,0
